symbol,shortName,price,changePct,volume
NET,"Cloudflare, Inc.",196.13,-23.62,18790399
HUBS,"HubSpot, Inc.",197.34,-19.03,6499846
CAI,"Caris Life Sciences, Inc.",16.15,-18.6,8861406
FLR,Fluor Corporation,43.31,-15.21,10984094
MTD,"Mettler-Toledo International, I",1124.46,-14.77,495071
TOST,"Toast, Inc.",25.05,-14.74,30956295
CRNX,"Crinetics Pharmaceuticals, Inc.",37.48,-13.79,4611410
KMT,Kennametal Inc.,36.1,-13.45,2898246
NNI,"Nelnet, Inc.",122.38,-13.43,281077
LFST,"LifeStance Health Group, Inc.",7.7,-12.99,24932066
MELI,"MercadoLibre, Inc.",1632.52,-12.7,2319474
NTRA,"Natera, Inc.",194.24,-11.64,3447187
CRWV,"CoreWeave, Inc.",114.15,-11.4,48250760
MSI,"Motorola Solutions, Inc.",383.99,-11.36,2821548
EMBJ,Embraer S.A.,60.11,-11.28,5615596
