buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,UNIVERSITY OF NOTRE DAME DU LAC,21-Aug-2026,Amagi Media Labs Limited,142857,,AMAGI,560
BUY,SBI MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,3248305,,AMAGI,560
BUY,SUSQUEHANNA PACIFIC PTY LTD,21-Aug-2026,Amagi Media Labs Limited,446429,,AMAGI,560
BUY,BOFA SECURITIES EUROPE SA,21-Aug-2026,Amagi Media Labs Limited,223231,,AMAGI,560
BUY,HDFC STANDARD LIFE INSURANCE COMPANY LTD,21-Aug-2026,Amagi Media Labs Limited,1785713,,AMAGI,560
BUY,ICICI PRUDENTIAL MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,934444,,AMAGI,560
BUY,SBI MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,1840979,,AMAGI,560
BUY,TATA MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,446433,,AMAGI,560
BUY,BOFA SECURITIES EUROPE SA,21-Aug-2026,Amagi Media Labs Limited,223200,,AMAGI,560
BUY,GP EMERGING MARKETS STRATEGIES LP,21-Aug-2026,Amagi Media Labs Limited,98215,,AMAGI,560
BUY,EDELWEISS MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,446429,,AMAGI,560
BUY,DT FUND,21-Aug-2026,Amagi Media Labs Limited,205357,,AMAGI,560
BUY,BARODA BNP PARIBAS MUTUAL FUND,21-Aug-2026,Amagi Media Labs Limited,446429,,AMAGI,560
BUY,LARSEN & TOUBRO LIMITED,21-Aug-2026,Nxt-Infra Trust,11700000,,NXT-INFRA,93.85
BUY,KOTAK MAHINDRA BANK LIMITED,21-Aug-2026,Nxt-Infra Trust,8800000,,NXT-INFRA,93.85
BUY,KOTAK MAHINDRA INVESTMENTS LIMITED,21-Aug-2026,Nxt-Infra Trust,5850000,,NXT-INFRA,93.85
BUY,TUBE INVESTMENT OF INDIA LIMITED,21-Aug-2026,Shanthi Gears Ltd,2064713,,SHANTIGEAR,375.3
SELL,TRUDY HOLDINGS,21-Aug-2026,Amagi Media Labs Limited,3169073,,AMAGI,560
SELL,AVP I FUND,21-Aug-2026,Amagi Media Labs Limited,1864948,,AMAGI,560
SELL,ACCEL GROWTH VI HOLDINGS (MAURITIUS) LTD.,21-Aug-2026,Amagi Media Labs Limited,2727000,,AMAGI,560
SELL,ACCEL INDIA VI (MAURITIUS) LTD.,21-Aug-2026,Amagi Media Labs Limited,2727000,,AMAGI,560
SELL,ACTIS HIGHWAY INFRA LIMITED,21-Aug-2026,Nxt-Infra Trust,26350000,,NXT-INFRA,93.85
SELL,PACIFIC ASSETS TRUST PLC,21-Aug-2026,Shanthi Gears Ltd,2064713,,SHANTIGEAR,375.3
