buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,K R FAMILY TRUST,06-Aug-2026,Anand Rathi Wealth Ltd,127000,,ANANDRATHI,1975
BUY,HEMANG SHAH FAMILY TRUST,06-Aug-2026,Anand Rathi Wealth Ltd,127000,,ANANDRATHI,1975
BUY,MANJUSHREE FINCAP PRIVATE LIMITED,06-Aug-2026,Anand Rathi Wealth Ltd,170000,,ANANDRATHI,1975
BUY,FAHIM SULTAN ALI,06-Aug-2026,Anand Rathi Wealth Ltd,273000,,ANANDRATHI,1975
BUY,NIPPON INDIA MUTUAL FUND,06-Aug-2026,CreditAccess Grameen Ltd,245000,,CREDITACC,1482
BUY,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,06-Aug-2026,CreditAccess Grameen Ltd,463000,,CREDITACC,1482
BUY,EASTSPRING INVESTMENTS INDIA EQUITY FUND,06-Aug-2026,CreditAccess Grameen Ltd,182500,,CREDITACC,1482
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,06-Aug-2026,CreditAccess Grameen Ltd,321000,,CREDITACC,1482
BUY,ICICI PRUDENTIAL MUTUAL FUND,06-Aug-2026,CreditAccess Grameen Ltd,245000,,CREDITACC,1482
BUY,HSBC MUTUAL FUND,06-Aug-2026,CreditAccess Grameen Ltd,170000,,CREDITACC,1482
BUY,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,06-Aug-2026,CreditAccess Grameen Ltd,641000,,CREDITACC,1482
BUY,EDELWEISS MUTUAL FUND,06-Aug-2026,CreditAccess Grameen Ltd,245000,,CREDITACC,1482
BUY,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,06-Aug-2026,CreditAccess Grameen Ltd,170000,,CREDITACC,1482
BUY,BLACKSTONE DIRECTIONAL MANAGED ACCOUNT PLATFORM MASTER FUND,06-Aug-2026,CreditAccess Grameen Ltd,635000,,CREDITACC,1482
BUY,AXIS MUTUAL FUND,06-Aug-2026,CreditAccess Grameen Ltd,170000,,CREDITACC,1482
BUY,BORDER TO COAST EMERGING MARKETS EQUITY FUND,06-Aug-2026,CreditAccess Grameen Ltd,170000,,CREDITACC,1482
BUY,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,06-Aug-2026,Indegene Limited,477000,,INDGN,525
BUY,ICICI PRUDENTIAL MUTUAL FUND,06-Aug-2026,Indegene Limited,6767239,,INDGN,525
BUY,AADI FINANCIAL ADVISORS LLP,06-Aug-2026,Indegene Limited,750000,,INDGN,525
BUY,BAJAJ LIFE INSURANCE LIMITED,06-Aug-2026,Indegene Limited,952381,,INDGN,525
BUY,BUOYANT OPPORTUNITIES STRATEGY - II,06-Aug-2026,Indegene Limited,480000,,INDGN,525
BUY,BUOYANT OPPORTUNITIES STRATEGY-III,06-Aug-2026,Indegene Limited,480000,,INDGN,525
BUY,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,06-Aug-2026,Indegene Limited,477000,,INDGN,525
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,06-Aug-2026,Indegene Limited,665048,,INDGN,525
BUY,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,06-Aug-2026,Indegene Limited,480000,,INDGN,525
BUY,QUANT MUTUAL FUND,06-Aug-2026,Indegene Limited,9523810,,INDGN,525
SELL,ANAND NANDKISHORE RATHI,06-Aug-2026,Anand Rathi Wealth Ltd,297000,,ANANDRATHI,1975
SELL,NAVRATAN MAL GUPTA (HUF),06-Aug-2026,Anand Rathi Wealth Ltd,255000,,ANANDRATHI,1975
SELL,JAIPUR SECURITIES PRIVATE LIMITED,06-Aug-2026,Anand Rathi Wealth Ltd,145000,,ANANDRATHI,1975
SELL,CREDITACCESS INDIA B.V.,06-Aug-2026,CreditAccess Grameen Ltd,3657500,,CREDITACC,1482
SELL,BPC GENESIS FUND I SPV LIMITED,06-Aug-2026,Indegene Limited,13862223,,INDGN,525
SELL,BPC GENESIS FUND I-A SPV LIMITED,06-Aug-2026,Indegene Limited,7190255,,INDGN,525
