buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,AAGAM INVESTMENTS,24-Aug-2026,Meesho Limited,1250001,,MEESHO,200.01
BUY,BAJAJ LIFE INSURANCE LIMITED,24-Aug-2026,Meesho Limited,1250001,,MEESHO,200.01
BUY,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,24-Aug-2026,Meesho Limited,1250002,,MEESHO,200.01
BUY,SOCIETE GENERALE,24-Aug-2026,Meesho Limited,2375002,,MEESHO,200.01
BUY,BNP PARIBAS FINANCIAL MARKETS,24-Aug-2026,Meesho Limited,1500002,,MEESHO,200.01
BUY,BOFA SECURITIES EUROPE SA,24-Aug-2026,Meesho Limited,1250002,,MEESHO,200.01
BUY,CANARA ROBECO MUTUAL FUND,24-Aug-2026,Meesho Limited,1500002,,MEESHO,200.01
BUY,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,24-Aug-2026,Meesho Limited,1500002,,MEESHO,200.01
BUY,EDELWEISS MUTUAL FUND,24-Aug-2026,Meesho Limited,3470553,,MEESHO,200.01
BUY,FRANKLIN TEMPLETON INVESTMENT FUNDS - FRANKLIN INDIA FUND,24-Aug-2026,Meesho Limited,1500002,,MEESHO,200.01
BUY,FRANKLIN TEMPLETON MUTUAL FUND,24-Aug-2026,Meesho Limited,2500001,,MEESHO,200.01
BUY,GHISALLO MASTER FUND LP,24-Aug-2026,Meesho Limited,1250002,,MEESHO,200.01
BUY,GOLDMAN SACHS BANK EUROPE SE,24-Aug-2026,Meesho Limited,1425002,,MEESHO,200.01
BUY,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,24-Aug-2026,Meesho Limited,1250002,,MEESHO,200.01
BUY,HDFC STANDARD LIFE INSURANCE COMPANY LTD,24-Aug-2026,Meesho Limited,7500003,,MEESHO,200.01
BUY,HSBC MUTUAL FUND,24-Aug-2026,Meesho Limited,1500001,,MEESHO,200.01
BUY,INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.,24-Aug-2026,Meesho Limited,1750002,,MEESHO,200.01
BUY,KOTAK SECURITIES LIMITED,24-Aug-2026,Meesho Limited,1,,MEESHO,200.01
BUY,KUWAIT INVESTMENT AUTHORITY,24-Aug-2026,Meesho Limited,976998,,MEESHO,200.01
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,24-Aug-2026,Meesho Limited,1258752,,MEESHO,200.01
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,24-Aug-2026,Meesho Limited,1700002,,MEESHO,200.01
BUY,NIPPON INDIA MUTUAL FUND,24-Aug-2026,Meesho Limited,10000002,,MEESHO,200.01
BUY,ROBECO CAPITAL GROWTH FUNDS,24-Aug-2026,Meesho Limited,523004,,MEESHO,200.01
SELL,Y COMBINATOR CONTINUITY HOLDINGS I LLC,24-Aug-2026,Meesho Limited,23027687,,MEESHO,200.01
SELL,YCS16 HOLDINGS LLC,24-Aug-2026,Meesho Limited,20603720,,MEESHO,200.01
SELL,YCVC FUND I L.P.,24-Aug-2026,Meesho Limited,4847934,,MEESHO,200.01
